Наименование;Сссылка;Цена;Состав;Наличие на складе;Описание пряжи;Изображение пряжи
Пряжа Super Kid Mohair Gazzal - (64412 - Розовый кварц);https://klubki-v-korzinke.ru//product/prjazha-gazzal-super-kid-mohair-64412-rozovii-kvarz/;201₽/ шт;25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидНаличие:Нет в наличии;Наличие:отсутствует;201₽/ шт25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/08/61/16108/images/29474/29474.200.jpg
Пряжа Super Kid Mohair Gazzal - (64407 - Св.полынь);https://klubki-v-korzinke.ru//product/prjazha-gazzal-super-kid-mohair-64407-svpolin/;201₽/ шт;25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидНаличие:Нет в наличии;Наличие:отсутствует;201₽/ шт25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/07/61/16107/images/29472/29472.200.jpg
Пряжа Super Kid Mohair Gazzal - (64401 - Грильяж);https://klubki-v-korzinke.ru//product/prjazha-gazzal-super-kid-mohair-64401-griliaj/;201₽/ шт;25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидНаличие:Нет в наличии;Наличие:отсутствует;201₽/ шт25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/02/61/16102/images/29461/29461.200.jpg
Пряжа Super Kid Mohair Gazzal - (61257 - Горький шоколад);https://klubki-v-korzinke.ru//product/prjazha-gazzal-super-kid-mohair-61257-gorkii-shokolad/;201₽/ шт;25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидНаличие:Нет в наличии;Наличие:отсутствует;201₽/ шт25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/01/61/16101/images/29459/29459.200.jpg
"Пряжа Пехорка ""Детский каприз"" - (64 - Св.лимон)";https://klubki-v-korzinke.ru//product/prjazha-pehorka-detskij-kapriz-64-svlimon/;74₽/ шт;50 г / 225 мСостав:50% шерсть мериносовая 50% фибраНаличие:Нет в наличии;Наличие:отсутствует;"74₽/ шт50 г / 225 мСостав:50% шерсть мериносовая 50% фибраНаличие:Нет в наличии50 гр. / 225 м50% шерсть ""меринос"", 50% ПАН (фибра)Наличие:отсутствуетНет в наличии";https://klubki-v-korzinke.ru//wa-data/public/shop/products/97/60/16097/images/29450/29450.200.jpg
Пряжа Пехорка «Акрил» - (41 - Салатовый);https://klubki-v-korzinke.ru//product/prjazha-pehorka-akril-41-salatovii/;77₽/ шт;100 г / 300 мСостав:100% акрилНаличие:Нет в наличии;Наличие:отсутствует;77₽/ шт100 г / 300 мСостав:100% акрилНаличие:Нет в наличии100 г / 300 м100% акрилНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/96/60/16096/images/29448/29448.200.jpg
Пряжа в бобинах Topic (0542 - Пыльная сирень);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-topic-0542-pilnaia-siren/;3,36₽/ шт;100 г /280 м, цена за 1 г, остаток в граммахСостав:65% меринос, 5% кашемир, 20% модал, 10% акрил.​Наличие:Нет в наличии;Наличие:отсутствует;3,36₽/ шт100 г /280 м, цена за 1 г, остаток в граммахСостав:65% меринос, 5% кашемир, 20% модал, 10% акрил.​Наличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/65/60/16065/images/29373/29373.200.jpg
Пряжа в бобинах Callao (2343 - Винный)(1 отзыв);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-callao-2343-vinnii/;3,52₽/ шт;100 г /1500 м, цена за 1 г, остаток в граммахСостав:55% беби альпака, 10% меринос, 35% полиамидНаличие:Нет в наличии;Наличие:отсутствует;3,52₽/ шт100 г /1500 м, цена за 1 г, остаток в граммахСостав:55% беби альпака, 10% меринос, 35% полиамидНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/51/60/16051/images/29314/29314.200.jpg
Пряжа в бобинах Callao (1359 - Ледяной);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-callao-1359-ledianoi/;3,52₽/ шт;100 г /1500 м, цена за 1 г, остаток в граммахСостав:55% беби альпака, 10% меринос, 35% полиамидНаличие:Нет в наличии;Наличие:отсутствует;3,52₽/ шт100 г /1500 м, цена за 1 г, остаток в граммахСостав:55% беби альпака, 10% меринос, 35% полиамидНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/50/60/16050/images/29310/29310.200.jpg
Пряжа в бобинах Corvara (117 - Персик);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-corvara-117-persik/;2,16₽/ шт;100 г / 270 м, цена за 1 г, остаток в граммахСостав:50% шерсть, 25% полиакрил, 25% хлопокНаличие:Нет в наличии;Наличие:отсутствует;2,16₽/ шт100 г / 270 м, цена за 1 г, остаток в граммахСостав:50% шерсть, 25% полиакрил, 25% хлопокНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/49/60/16049/images/29306/29306.200.jpg
Пряжа в бобинах Corvara (288 - Т.синий)(1 отзыв);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-corvara-288-temno-sinii/;2,16₽/ шт;100 г / 270 м, цена за 1 г, остаток в граммахСостав:55% шерсть, 20% акрил, 20% полиэстер, 5% др.волокнаНаличие:Нет в наличии;Наличие:отсутствует;2,16₽/ шт100 г / 270 м, цена за 1 г, остаток в граммахСостав:55% шерсть, 20% акрил, 20% полиэстер, 5% др.волокнаНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/47/60/16047/images/29298/29298.200.jpg
Пряжа в бобинах Lany (1998 - Желток, сталь, бордо);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-lany-1998/;3,35₽/ шт;100 г / 350 м, цена за 1 г, остаток в граммахСостав:75% меринос, 25% полиамидНаличие:Нет в наличии;Наличие:отсутствует;3,35₽/ шт100 г / 350 м, цена за 1 г, остаток в граммахСостав:75% меринос, 25% полиамидНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/41/60/16041/images/29274/29274.200.jpg
Пряжа в бобинах Merinos Blend (5701 - Светлый изумруд)(1 отзыв);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-merinos-blend-5701/;1,99₽/ шт;100 г / 280 м, цена за 1 г, остаток в граммахСостав:50% меринос, 50% полиакрилНаличие:Нет в наличии;Наличие:отсутствует;1,99₽/ шт100 г / 280 м, цена за 1 г, остаток в граммахСостав:50% меринос, 50% полиакрилНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/38/60/16038/images/29262/29262.200.jpg
Пряжа в бобинах Mohairwool (6056 - Темный беж);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-mohairwool-6056-temnii-bej/;4,89₽/ шт;100 г / 450 м, цена за 1 г, остаток в граммахСостав:40% мохер, 40% меринос, 20% полиамидНаличие:Нет в наличии;Наличие:отсутствует;4,89₽/ шт100 г / 450 м, цена за 1 г, остаток в граммахСостав:40% мохер, 40% меринос, 20% полиамидНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/94/59/15994/images/29138/29138.200.jpg
Пряжа Камтекс «Мохер Голд» - (072 - Лаванда)(1 отзыв);https://klubki-v-korzinke.ru//product/prjazha-kamteks-moher-gold-072-lavanda/;139₽/ шт;50 г / 250 мСостав:60% мохер 20% хлопок 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;139₽/ шт50 г / 250 мСостав:60% мохер 20% хлопок 20% акрилНаличие:Нет в наличии50 г / 250 м60% мохер, 20% хлопок, 20% акрилНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/75/59/15975/images/29083/29083.200.jpg
Пряжа Камтекс «Мохер Голд» - (055 - Св.розовый)(1 отзыв);https://klubki-v-korzinke.ru//product/prjazha-kamteks-moher-gold-055-svrozovii/;139₽/ шт;50 г / 250 мСостав:60% мохер 20% хлопок 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;139₽/ шт50 г / 250 мСостав:60% мохер 20% хлопок 20% акрилНаличие:Нет в наличии50 г / 250 м60% мохер, 20% хлопок, 20% акрилНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/74/59/15974/images/29081/29081.200.jpg
