Наименование;Сссылка;Цена;Состав;Наличие на складе;Описание пряжи;Изображение пряжи
Крючок металлический № 1,5 с бамбуковой ручкой 13,5 см;https://klubki-v-korzinke.ru//product/krjuchok-metallicheskii-s-bambukovoii-ruchkoi-15-135/;55₽/ шт;на складе:9 шт.;Наличие:на складе;55₽/ штна складе:9 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/77/61/16177/images/29633/29633.200.jpg
Крючок металлический № 1,25 с бамбуковой ручкой 13,5 см;https://klubki-v-korzinke.ru//product/krjuchok-metallicheskii-s-bambukovoii-ruchkoi-125-135/;55₽/ шт;на складе:9 шт.;Наличие:на складе;55₽/ штна складе:9 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/76/61/16176/images/29631/29631.200.jpg
Крючок металлический № 1 с бамбуковой ручкой 13,5 см;https://klubki-v-korzinke.ru//product/krjuchok-metallicheskii-s-bambukovoii-ruchkoi-1-135-/;55₽/ шт;на складе:10 шт.;Наличие:на складе;55₽/ штна складе:10 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/75/61/16175/images/29629/29629.200.jpg
Крючок металлический №0,75 с бамбуковой ручкой 13,5 см;https://klubki-v-korzinke.ru//product/krjuchok-metallicheskii-s-bambukovoii-ruchkoi-075-135/;55₽/ шт;на складе:17 шт.;Наличие:на складе;55₽/ штна складе:17 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/74/61/16174/images/29626/29626.200.jpg
Крючок металлический №2,25 с бамбуковой ручкой 13,5 см;https://klubki-v-korzinke.ru//product/krjuchok-metallicheskii-s-bambukovoii-ruchkoi-225-135/;55₽/ шт;на складе:13 шт.;Наличие:на складе;55₽/ штна складе:13 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/73/61/16173/images/29623/29623.200.jpg
Крючок металлический №0,5 с бамбуковой ручкой 13,5 см;https://klubki-v-korzinke.ru//product/krjuchok-metallicheskii-s-bambukovoii-ruchkoi-05-135/;55₽/ шт;на складе:15 шт.;Наличие:на складе;55₽/ штна складе:15 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/72/61/16172/images/29621/29621.200.jpg
Пряжа Камтекс «Карамелька» - (027 - Незрелый лимон);https://klubki-v-korzinke.ru//product/prjazha-kamteks-karamelka-027-nezrelii-limon/;44₽/ шт;50 г / 175 мСостав:100% акрилна складе:40 шт.;Наличие:на складе;44₽/ шт50 г / 175 мСостав:100% акрилна складе:40 шт.50 г / 175 м100% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/70/61/16170/images/29609/29609.200.jpg
Пряжа Камтекс «Карамелька» - (140 - Тёмная лазурь);https://klubki-v-korzinke.ru//product/prjazha-kamteks-karamelka-140-temnaia-lazur/;44₽/ шт;50 г / 175 мСостав:100% акрилна складе:40 шт.;Наличие:на складе;44₽/ шт50 г / 175 мСостав:100% акрилна складе:40 шт.50 г / 175 м100% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/69/61/16169/images/29607/29607.200.jpg
Пряжа Камтекс «Карамелька» - (170 - Арахис);https://klubki-v-korzinke.ru//product/prjazha-kamteks-karamelka-170-arahis/;44₽/ шт;50 г / 175 мСостав:100% акрилна складе:20 шт.;Наличие:на складе;44₽/ шт50 г / 175 мСостав:100% акрилна складе:20 шт.50 г / 175 м100% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/68/61/16168/images/29605/29605.200.jpg
Пряжа Камтекс «Карамелька» - (103 - Канарейка);https://klubki-v-korzinke.ru//product/prjazha-kamteks-karamelka-103-kanareika/;44₽/ шт;50 г / 175 мСостав:100% акрилна складе:41 шт.;Наличие:на складе;44₽/ шт50 г / 175 мСостав:100% акрилна складе:41 шт.50 г / 175 м100% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/67/61/16167/images/29603/29603.200.jpg
Пряжа Камтекс «Карамелька» - (037 - Персик)(1 отзыв);https://klubki-v-korzinke.ru//product/prjazha-kamteks-karamelka-037-persik/;44₽/ шт;50 г / 175 мСостав:100% акрилна складе:40 шт.;Наличие:на складе;44₽/ шт50 г / 175 мСостав:100% акрилна складе:40 шт.50 г / 175 м100% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/66/61/16166/images/29601/29601.200.jpg
Пряжа Камтекс «Карамелька» - (188 - Топлёное молоко);https://klubki-v-korzinke.ru//product/prjazha-kamteks-karamelka-188-toplenoe-moloko/;44₽/ шт;50 г / 175 мСостав:100% акрилна складе:27 шт.;Наличие:на складе;44₽/ шт50 г / 175 мСостав:100% акрилна складе:27 шт.50 г / 175 м100% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/65/61/16165/images/29599/29599.200.jpg
Пряжа Камтекс «Карамелька» - (059 - Персидская сирень);https://klubki-v-korzinke.ru//product/prjazha-kamteks-karamelka-059-persidsksia-siren/;44₽/ шт;50 г / 175 мСостав:100% акрилна складе:4 шт.;Наличие:на складе;44₽/ шт50 г / 175 мСостав:100% акрилна складе:4 шт.50 г / 175 м100% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/64/61/16164/images/29597/29597.200.jpg
Пряжа Камтекс «Карамелька» - (079- Яркая мята);https://klubki-v-korzinke.ru//product/prjazha-kamteks-karamelka-079-iarkaia-miata/;44₽/ шт;50 г / 175 мСостав:100% акрилна складе:11 шт.;Наличие:на складе;44₽/ шт50 г / 175 мСостав:100% акрилна складе:11 шт.50 г / 175 м100% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/63/61/16163/images/29595/29595.200.jpg
Пряжа Камтекс «Карамелька» - (056 - Розовый);https://klubki-v-korzinke.ru//product/prjazha-kamteks-karamelka-056-rozovii/;44₽/ шт;50 г / 175 мСостав:100% акрилна складе:32 шт.;Наличие:на складе;44₽/ шт50 г / 175 мСостав:100% акрилна складе:32 шт.50 г / 175 м100% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/62/61/16162/images/29593/29593.200.jpg
Пряжа Камтекс «Карамелька» - (080 - Экрю);https://klubki-v-korzinke.ru//product/prjazha-kamteks-karamelka-080-ecru/;44₽/ шт;50 г / 175 мСостав:100% акрилна складе:51 шт.;Наличие:на складе;44₽/ шт50 г / 175 мСостав:100% акрилна складе:51 шт.50 г / 175 м100% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/61/61/16161/images/29591/29591.200.jpg
Пряжа Камтекс «Хлопок Травка» - (006 - Свет.беж);https://klubki-v-korzinke.ru//product/prjazha-kamteks-hlopok-travka-006-svetlii-bej/;169₽/ шт;100 г / 220 мСостав:65% хлопок, 35% полиамидна складе:6 шт.;Наличие:на складе;169₽/ шт100 г / 220 мСостав:65% хлопок, 35% полиамидна складе:6 шт.100 г / 220 м65% хлопок, 35% полиамидНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/60/61/16160/images/29589/29589.200.jpg
Пряжа Камтекс «Хлопок Травка» - (288 - Св.джинса);https://klubki-v-korzinke.ru//product/prjazha-kamteks-hlopok-travka-288-svdjinsa/;169₽/ шт;100 г / 220 мСостав:65% хлопок, 35% полиамидна складе:16 шт.;Наличие:на складе;169₽/ шт100 г / 220 мСостав:65% хлопок, 35% полиамидна складе:16 шт.100 г / 220 м65% хлопок, 35% полиамидНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/59/61/16159/images/29587/29587.200.jpg
Пряжа Камтекс «Хлопок Травка» - (022 - Джинса);https://klubki-v-korzinke.ru//product/prjazha-kamteks-hlopok-travka-022-djinsa/;169₽/ шт;100 г / 220 мСостав:65% хлопок, 35% полиамидна складе:12 шт.;Наличие:на складе;169₽/ шт100 г / 220 мСостав:65% хлопок, 35% полиамидна складе:12 шт.100 г / 220 м65% хлопок, 35% полиамидНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/58/61/16158/images/29585/29585.200.jpg
Пряжа Камтекс «Хлопок Травка» - (023 - Св.бирюза);https://klubki-v-korzinke.ru//product/prjazha-kamteks-hlopok-travka-023-svbiruza/;169₽/ шт;100 г / 220 мСостав:65% хлопок, 35% полиамидна складе:12 шт.;Наличие:на складе;169₽/ шт100 г / 220 мСостав:65% хлопок, 35% полиамидна складе:12 шт.100 г / 220 м65% хлопок, 35% полиамидНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/57/61/16157/images/29583/29583.200.jpg
Пряжа Камтекс «Хлопок Мерсеризованный» - (056 - Розовый);https://klubki-v-korzinke.ru//product/prjazha-kamteks-hlopok-merserizovannyj-056-rozovii/;73₽/ шт;50 г / 200 мСостав:100% хлопокна складе:31 шт.;Наличие:на складе;73₽/ шт50 г / 200 мСостав:100% хлопокна складе:31 шт.50 г / 200 м100% хлопокНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/56/61/16156/images/29581/29581.200.jpg
Пряжа Камтекс «Околица» - (402 - Меланж 3);https://klubki-v-korzinke.ru//product/prjazha-kamteks-okolica-402-melanj-3/;99₽/ шт;100 г / 250 мСостав:90% шерсть, 10% акрилна складе:15 шт.;Наличие:на складе;99₽/ шт100 г / 250 мСостав:90% шерсть, 10% акрилна складе:15 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/55/61/16155/images/29579/29579.200.jpg
Пряжа Камтекс «Вискозный Шелк Блестящий» - (169 - Серый);https://klubki-v-korzinke.ru//product/prjazha-kamteks-viskoznyj-shelk-blestjashij-169-serii/;165₽/ шт;100 г / 350 мСостав:100 % вискоза (лиоцель)на складе:30 шт.;Наличие:на складе;165₽/ шт100 г / 350 мСостав:100 % вискоза (лиоцель)на складе:30 шт.100 г / 350 м100 % вискоза (лиоцель)Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/54/61/16154/images/29576/29576.200.jpg
Пряжа Камтекс «Вискозный Шелк Блестящий» - (189 - Фисташка);https://klubki-v-korzinke.ru//product/prjazha-kamteks-viskoznyj-shelk-blestjashij-189-fistashka/;165₽/ шт;100 г / 350 мСостав:100 % вискоза (лиоцель)на складе:33 шт.;Наличие:на складе;165₽/ шт100 г / 350 мСостав:100 % вискоза (лиоцель)на складе:33 шт.100 г / 350 м100 % вискоза (лиоцель)Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/53/61/16153/images/29577/29577.200.jpg
Пряжа Камтекс «Вискозный Шелк Блестящий» - (109 - Зелёный яркий);https://klubki-v-korzinke.ru//product/prjazha-kamteks-viskoznyj-shelk-blestjashij-109-zelenii-iarkii/;165₽/ шт;100 г / 350 мСостав:100 % вискоза (лиоцель)на складе:35 шт.;Наличие:на складе;165₽/ шт100 г / 350 мСостав:100 % вискоза (лиоцель)на складе:35 шт.100 г / 350 м100 % вискоза (лиоцель)Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/52/61/16152/images/29571/29571.200.jpg
Пряжа Камтекс «Бамбино» - (110 - Зелёный);https://klubki-v-korzinke.ru//product/prjazha-kamteks-bambino-110-zernii/;62₽/ шт;50 г / 150 мСостав:35% шерсть меринос, 65% акрилна складе:54 шт.;Наличие:на складе;62₽/ шт50 г / 150 мСостав:35% шерсть меринос, 65% акрилна складе:54 шт.50 г / 150 м35% шерсть меринос, 65% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/51/61/16151/images/29569/29569.200.jpg
Пряжа Камтекс «Аргентинская шерсть» - (001 - Суровый);https://klubki-v-korzinke.ru//product/prjazha-kamteks-argentinskaja-sherst-001-surovii/;159₽/ шт;100 г / 200 мСостав:100% импортная шерстьна складе:33 шт.;Наличие:на складе;159₽/ шт100 г / 200 мСостав:100% импортная шерстьна складе:33 шт.100 г / 200 м100% импортная шерстьНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/50/61/16150/images/29567/29567.200.jpg
Пряжа Камтекс «Ангара» - (188 - Топлёное молоко);https://klubki-v-korzinke.ru//product/prjazha-kamteks-angara-188-toplenoe-moloko/;205₽/ шт;100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:15 шт.;Наличие:на складе;205₽/ шт100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:15 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/49/61/16149/images/29565/29565.200.jpg
Пряжа Filo di Scozia №5 - (13 - Цыплёнок);https://klubki-v-korzinke.ru//product/prjazha-filo-di-scozia-5-13-ziplenok/;105₽/ шт;50 г / 226 мСостав:100% мерсеризованный хлопокна складе:17 шт.;Наличие:на складе;105₽/ шт50 г / 226 мСостав:100% мерсеризованный хлопокна складе:17 шт.50 г / 226 м100% мерсеризованный хлопокНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/48/61/16148/images/29562/29562.200.jpg
Пряжа в бобинах Paillettes (064  - Нарва)(1 отзыв);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-paillettes-064-narva/;2₽/ шт;100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1512 шт.;Наличие:на складе;2₽/ шт100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1512 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/46/61/16146/images/29555/29555.200.jpg
Пряжа в бобинах Paillettes (128 - Перламутрово - золотой);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-paillettes-128-perlamutrovo-zolotoi/;2₽/ шт;100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1180 шт.;Наличие:на складе;2₽/ шт100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1180 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/45/61/16145/images/29556/29556.200.jpg
Пряжа в бобинах Paillettes (151 - Перламутрово - бежевый);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-paillettes-151-perlamutrovo-bejevii/;2₽/ шт;100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:498 шт.;Наличие:на складе;2₽/ шт100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:498 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/44/61/16144/images/29557/29557.200.jpg
Пряжа в бобинах Paillettes (176 - Белый с золотистыми пайетками);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-paillettes-176-belii-s-zolotistimi-paietkami/;2₽/ шт;100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1074 шт.;Наличие:на складе;2₽/ шт100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1074 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/42/61/16142/images/29547/29547.200.jpg
Пряжа в бобинах Paillettes (147 - Беж с золотистыми пайетками);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-paillettes-147-bej-s-zolotistimi-paietkami/;2₽/ шт;100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1704 шт.;Наличие:на складе;2₽/ шт100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1704 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/41/61/16141/images/29545/29545.200.jpg
Пряжа в бобинах Paillettes (124 - Красное дерево);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-paillettes-124-krasnoe-derevo/;2₽/ шт;100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1090 шт.;Наличие:на складе;2₽/ шт100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1090 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/40/61/16140/images/29543/29543.200.jpg
Пряжа в бобинах Paillettes (149 - Беж с серебристыми пайетками);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-paillettes-149-bej-s-serebristimi-paietkami/;2₽/ шт;100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:824 шт.;Наличие:на складе;2₽/ шт100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:824 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/39/61/16139/images/29541/29541.200.jpg
Пряжа в бобинах Paillettes (111 - Зелёный папоротник);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-paillettes-111-zelenii-paporotnik/;2₽/ шт;100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1710 шт.;Наличие:на складе;2₽/ шт100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1710 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/38/61/16138/images/29539/29539.200.jpg
Пряжа в бобинах Paillettes (134 - Тёмный беж);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-paillettes-134-temnii-bej/;2₽/ шт;100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1296 шт.;Наличие:на складе;2₽/ шт100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1296 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/36/61/16136/images/29533/29533.200.jpg
Пряжа в бобинах Paillettes (139 - Песочный);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-paillettes-139-pesocnii/;2₽/ шт;100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:816 шт.;Наличие:на складе;2₽/ шт100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:816 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/34/61/16134/images/29529/29529.200.jpg
Пряжа в бобинах Paillettes (161 - Серебро);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-paillettes-161-serebro/;2₽/ шт;100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1868 шт.;Наличие:на складе;2₽/ шт100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1868 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/33/61/16133/images/29527/29527.200.jpg
Пряжа в бобинах Paillettes (170 - Солома);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-paillettes-170-soloma/;2₽/ шт;100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:954 шт.;Наличие:на складе;2₽/ шт100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:954 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/32/61/16132/images/29525/29525.200.jpg
Пряжа в бобинах Paillettes (110 - Болотный);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-paillettes-110-bolotnii/;2₽/ шт;100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1298 шт.;Наличие:на складе;2₽/ шт100 г / 720 м, цена за 1 г, остаток в граммахСостав:100%  полиамид, микропайеткина складе:1298 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/31/61/16131/images/29522/29522.200.jpg
Журнал The Knitter №4/2021;https://klubki-v-korzinke.ru//product/zhurnal-the-knitter-1-2-2021/;149₽/ шт;на складе:10 шт.;Наличие:на складе;149₽/ штна складе:10 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/30/61/16130/images/30287/30287.200.jpg
Пряжа Viverone Kutnor - (545 - Гвоздика);https://klubki-v-korzinke.ru//product/prjazha-viverone-kutnor-545-gvozdika/;390₽/ шт;25 г / 237 мСостав:70% супер кид мохер 30% шелкна складе:23 шт.;Наличие:на складе;390₽/ шт25 г / 237 мСостав:70% супер кид мохер 30% шелкна складе:23 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/29/61/16129/images/29517/29517.200.jpg
Пряжа Viverone Kutnor - (544 - Фуксия);https://klubki-v-korzinke.ru//product/prjazha-viverone-kutnor-544-fuksia/;390₽/ шт;25 г / 237 мСостав:70% супер кид мохер 30% шелкна складе:8 шт.;Наличие:на складе;390₽/ шт25 г / 237 мСостав:70% супер кид мохер 30% шелкна складе:8 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/28/61/16128/images/29515/29515.200.jpg
Пряжа Sofia - (105 - Алый);https://klubki-v-korzinke.ru//product/prjazha-sofia-105-alii/;105₽/ шт;50 г / 283 мСостав:100% мерсеризованный хлопокна складе:19 шт.;Наличие:на складе;105₽/ шт50 г / 283 мСостав:100% мерсеризованный хлопокна складе:19 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/27/61/16127/images/29513/29513.200.jpg
Пряжа Filo di Scozia №8 - (68 - Тёмно - синий);https://klubki-v-korzinke.ru//product/prjazha-filo-di-scozia-8-68-temno-sinii/;105₽/ шт;50 г / 340 мСостав:100% мерсеризованный хлопокна складе:22 шт.;Наличие:на складе;105₽/ шт50 г / 340 мСостав:100% мерсеризованный хлопокна складе:22 шт.50 г / 340 м100% мерсеризованный хлопокНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/26/61/16126/images/29511/29511.200.jpg
Пряжа Filo di Scozia №8 - (104 - Пыльная роза);https://klubki-v-korzinke.ru//product/prjazha-filo-di-scozia-8-104-pilnaia-roza/;105₽/ шт;50 г / 340 мСостав:100% мерсеризованный хлопокна складе:32 шт.;Наличие:на складе;105₽/ шт50 г / 340 мСостав:100% мерсеризованный хлопокна складе:32 шт.50 г / 340 м100% мерсеризованный хлопокНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/25/61/16125/images/29509/29509.200.jpg
Пряжа Filo di Scozia №5 - (58 - Колокольчик);https://klubki-v-korzinke.ru//product/prjazha-filo-di-scozia-58-kolokolcik/;105₽/ шт;50 г / 226 мСостав:100% мерсеризованный хлопокна складе:39 шт.;Наличие:на складе;105₽/ шт50 г / 226 мСостав:100% мерсеризованный хлопокна складе:39 шт.50 г / 226 м100% мерсеризованный хлопокНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/24/61/16124/images/29507/29507.200.jpg
Пряжа Filo di Scozia №5 - (111 - Зелёный);https://klubki-v-korzinke.ru//product/prjazha-filo-di-scozia-111-zelenii/;105₽/ шт;50 г / 226 мСостав:100% мерсеризованный хлопокна складе:28 шт.;Наличие:на складе;105₽/ шт50 г / 226 мСостав:100% мерсеризованный хлопокна складе:28 шт.50 г / 226 м100% мерсеризованный хлопокНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/22/61/16122/images/29503/29503.200.jpg
Пряжа Filo di Scozia №5 - (104 - Пыльная роза);https://klubki-v-korzinke.ru//product/prjazha-filo-di-scozia-104-pilnaia-roza/;105₽/ шт;50 г / 226 мСостав:100% мерсеризованный хлопокна складе:2 шт.;Наличие:на складе;105₽/ шт50 г / 226 мСостав:100% мерсеризованный хлопокна складе:2 шт.50 г / 226 м100% мерсеризованный хлопокНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/21/61/16121/images/29501/29501.200.jpg
Пряжа Angorino - (171 - Лён);https://klubki-v-korzinke.ru//product/prjazha-angorino-171-len/;470₽/ шт;25 г / 125 мСостав:80% ангора, 20% полиамидна складе:16 шт.;Наличие:на складе;470₽/ шт25 г / 125 мСостав:80% ангора, 20% полиамидна складе:16 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/19/61/16119/images/29497/29497.200.jpg
Пряжа Angorino - (155 - Солома);https://klubki-v-korzinke.ru//product/prjazha-angorino-155-soloma/;470₽/ шт;25 г / 125 мСостав:80% ангора, 20% полиамидна складе:20 шт.;Наличие:на складе;470₽/ шт25 г / 125 мСостав:80% ангора, 20% полиамидна складе:20 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/18/61/16118/images/29495/29495.200.jpg
Пряжа Angorino - (149 - Кора);https://klubki-v-korzinke.ru//product/prjazha-angorino-149-kora/;470₽/ шт;25 г / 125 мСостав:80% ангора, 20% полиамидна складе:28 шт.;Наличие:на складе;470₽/ шт25 г / 125 мСостав:80% ангора, 20% полиамидна складе:28 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/17/61/16117/images/29493/29493.200.jpg
Пряжа Angorino - (7248 - Шиповник);https://klubki-v-korzinke.ru//product/prjazha-angorino-7248-shipovnik/;470₽/ шт;25 г / 125 мСостав:80% ангора, 20% полиамидна складе:16 шт.;Наличие:на складе;470₽/ шт25 г / 125 мСостав:80% ангора, 20% полиамидна складе:16 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/16/61/16116/images/29491/29491.200.jpg
Пряжа BABY WOOL Alize - (491 - Миндальный);https://klubki-v-korzinke.ru//product/prjazha-baby-wool-alize-491-mindalnii/;104₽/ шт;50 г / 175 мСостав:40% шерсть 20% бамбук 40% акрилна складе:3 шт.;Наличие:на складе;104₽/ шт50 г / 175 мСостав:40% шерсть 20% бамбук 40% акрилна складе:3 шт.50 г / 175 м40% шерсть, 20% бамбук, 40% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/12/61/16112/images/29484/29484.200.jpg
Пряжа Super Kid Mohair Gazzal - (64410 - Орхидея);https://klubki-v-korzinke.ru//product/prjazha-gazzal-super-kid-mohair-64410-orhideia/;201₽/ шт;25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:5 шт.;Наличие:на складе;201₽/ шт25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:5 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/11/61/16111/images/29482/29482.200.jpg
Пряжа Super Kid Mohair Gazzal - (64405 - Пыльно - липовый);https://klubki-v-korzinke.ru//product/prjazha-gazzal-super-kid-mohair-64405-pilno-lipovii/;201₽/ шт;25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:2 шт.;Наличие:на складе;201₽/ шт25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:2 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/09/61/16109/images/29478/29478.200.jpg
Пряжа Super Kid Mohair Gazzal - (64406 - Кофейная пенка);https://klubki-v-korzinke.ru//product/prjazha-gazzal-super-kid-mohair-64406-kofieinaia-penka/;201₽/ шт;25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:12 шт.;Наличие:на складе;201₽/ шт25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:12 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/06/61/16106/images/29470/29470.200.jpg
